species,breed_size,age,location,food_cost,preventive_cost,grooming_cost,total_annual_cost,risk_tier
Dog,Extra Large,12,Urban,496074,15594,9230,599032,HIGH
Dog,Large,11,Urban,409803,14022,6579,494964,HIGH
Dog,Medium,1,Urban,301715,12203,5711,367573,HIGH
Dog,Medium,7,Urban,303661,9168,5913,366553,HIGH
Dog,Medium,12,Urban,302720,12508,5064,368335,HIGH
Dog,Small,2,Urban,210591,11135,4121,259724,HIGH
Dog,Extra Large,11,Urban,499382,14268,8419,600379,HIGH
Dog,Large,10,Semi-Urban,412024,10611,6674,493705,HIGH
Dog,Small,1,Urban,214208,13318,2884,264971,HIGH
Dog,Large,12,Semi-Urban,406453,9030,6715,485527,HIGH
Cat,Medium,6,Urban,304752,9820,5065,367582,HIGH
Cat,Large,11,Semi-Urban,410709,10131,5943,490800,HIGH
Dog,Large,13,Urban,409287,12821,7010,493485,HIGH
Dog,Medium,1,Semi-Urban,302884,10641,4930,366223,HIGH
Dog,Medium,3,Urban,299676,11178,4389,362529,HIGH
Dog,Large,11,Urban,406849,11842,7238,489818,HIGH
Dog,Medium,12,Urban,301955,12519,4656,366999,HIGH
Cat,Small,5,Urban,211839,10263,3146,259035,HIGH
Dog,Small,2,Urban,210943,10124,3249,257963,HIGH
Dog,Medium,8,Semi-Urban,301674,7807,5325,362026,HIGH
Dog,Medium,13,Semi-Urban,302325,11926,4894,367016,HIGH
Dog,Medium,7,Semi-Urban,302751,7782,5416,363341,HIGH
Dog,Small,8,Urban,214154,11325,3820,263693,HIGH
Cat,Large,5,Semi-Urban,407250,7215,6266,483840,HIGH
Dog,Medium,4,Semi-Urban,302114,8500,5438,363459,HIGH
Dog,Medium,3,Urban,303300,11039,5124,367382,HIGH
Dog,Large,6,Urban,404983,9662,6654,484493,HIGH
Cat,Large,9,Urban,408330,11989,6243,490546,HIGH
Dog,Medium,10,Semi-Urban,301749,11277,4909,365625,HIGH
Dog,Large,1,Urban,412713,13505,6962,498157,HIGH
Cat,Medium,1,Urban,302805,12571,5948,369522,HIGH
Cat,Medium,1,Urban,301285,12216,5480,366828,HIGH
Cat,Medium,12,Urban,304257,13486,4855,370987,HIGH
Dog,Medium,5,Urban,299392,9220,5243,360933,HIGH
Dog,Medium,12,Urban,299248,13301,5403,365644,HIGH
Dog,Extra Large,2,Urban,500641,9996,8511,597020,HIGH
Cat,Medium,5,Urban,300404,8706,4783,360976,HIGH
Dog,Medium,7,Urban,304187,10281,4356,366647,HIGH
Dog,Medium,8,Urban,302273,9668,5309,364837,HIGH
Dog,Large,6,Semi-Urban,407627,7940,6914,485853,HIGH
Dog,Medium,8,Urban,301182,10930,5535,365294,HIGH
Dog,Medium,6,Urban,303859,11503,5705,369227,HIGH
Dog,Large,7,Urban,408196,10100,6279,488261,HIGH
Dog,Medium,5,Urban,304185,9697,5340,367105,HIGH
Cat,Medium,7,Urban,303188,10529,4263,365677,HIGH
Cat,Small,8,Urban,211576,10836,4207,260611,HIGH
Dog,Medium,2,Urban,299942,9497,5325,361978,HIGH
Cat,Medium,7,Urban,301977,10164,4518,364157,HIGH
Cat,Extra Large,8,Urban,494747,11079,8625,591618,HIGH
Cat,Medium,11,Urban,303146,12025,4978,368171,HIGH
Dog,Small,8,Urban,209833,8284,3651,255033,HIGH
Dog,Small,11,Urban,219461,12300,3862,270966,HIGH
Cat,Large,7,Urban,409111,10370,6989,490440,HIGH
Dog,Medium,11,Urban,303593,12736,4853,369359,HIGH
Dog,Extra Large,8,Urban,495909,9437,8028,590380,HIGH
Dog,Extra Large,8,Semi-Urban,492601,7913,8688,585582,HIGH
Dog,Medium,12,Urban,303848,13074,5008,370219,HIGH
Dog,Large,7,Urban,407395,10589,6779,488477,HIGH
Dog,Medium,7,Semi-Urban,303640,7730,5053,363886,HIGH
Dog,Medium,9,Urban,301035,13691,5267,367991,HIGH
Cat,Medium,2,Urban,300065,9167,5226,361626,HIGH
Dog,Large,2,Semi-Urban,407169,8773,6176,485435,HIGH
Cat,Extra Large,13,Urban,495985,11816,7839,592986,HIGH
Cat,Large,2,Semi-Urban,409084,9397,7752,490167,HIGH
Dog,Large,11,Urban,409996,12899,7208,494618,HIGH
Dog,Medium,3,Urban,303568,10700,4325,366381,HIGH
Cat,Medium,12,Urban,303382,13675,4924,370278,HIGH
Dog,Medium,11,Urban,301286,12056,5033,366131,HIGH
Dog,Small,11,Semi-Urban,211090,10759,2980,258553,HIGH
Dog,Large,10,Semi-Urban,409100,9909,7099,490024,HIGH
Dog,Medium,6,Urban,303663,9356,5708,366536,HIGH
Dog,Small,10,Semi-Urban,209612,10282,3581,256996,HIGH
Dog,Extra Large,13,Urban,494808,14206,8276,594883,HIGH
Dog,Medium,10,Urban,302653,12767,4576,367995,HIGH
Dog,Medium,5,Semi-Urban,300656,7779,4958,360401,HIGH
Dog,Medium,13,Semi-Urban,299474,10595,5022,362354,HIGH
Cat,Extra Large,8,Semi-Urban,494184,7801,8817,587422,HIGH
Dog,Medium,8,Urban,303045,10077,4569,365344,HIGH
Dog,Extra Large,5,Semi-Urban,494879,8495,8735,588925,HIGH
Dog,Medium,11,Urban,299686,14751,5927,368418,HIGH
Dog,Extra Large,11,Urban,498015,14287,7557,597837,HIGH
Dog,Small,1,Semi-Urban,210726,9532,4144,258062,HIGH
Cat,Medium,4,Urban,297945,9640,4708,359136,HIGH
Dog,Large,7,Urban,405603,9407,7464,485845,HIGH
Dog,Medium,10,Urban,300893,14330,5750,369118,HIGH
Dog,Small,6,Urban,210996,9477,3153,257169,HIGH
Dog,Medium,5,Urban,302548,9702,5114,364968,HIGH
Cat,Large,1,Semi-Urban,407961,11993,7419,491478,HIGH
Dog,Extra Large,7,Urban,496072,9917,8140,591248,HIGH
Dog,Medium,12,Urban,299311,13682,5208,365931,HIGH
Dog,Large,6,Semi-Urban,406241,6464,6251,481799,HIGH
Dog,Small,5,Urban,212843,9165,3696,259559,HIGH
Dog,Medium,3,Semi-Urban,298912,8151,5065,358947,HIGH
Dog,Medium,8,Urban,295176,9878,3662,355023,HIGH
Dog,Medium,7,Urban,301555,8811,5381,363109,HIGH
Dog,Medium,12,Urban,302456,13527,5250,369417,HIGH
Cat,Large,4,Urban,409454,9485,6765,489559,HIGH
Dog,Medium,1,Urban,306131,13251,5671,373810,HIGH
Cat,Large,11,Urban,406340,11646,6872,488586,HIGH
Dog,Extra Large,7,Semi-Urban,497428,9479,8602,592835,HIGH
Dog,Large,1,Urban,403481,11912,7064,485825,HIGH
Dog,Small,1,Urban,212797,13742,3304,264319,HIGH
Dog,Medium,2,Urban,302770,10484,5475,366538,HIGH
Dog,Large,5,Semi-Urban,408256,7371,6168,485064,HIGH
Cat,Large,6,Urban,409433,10170,6668,490211,HIGH
Dog,Medium,8,Urban,304076,9577,3844,365121,HIGH
Cat,Medium,12,Urban,301714,13403,5192,368355,HIGH
Dog,Medium,7,Semi-Urban,302448,6626,5119,361321,HIGH
Dog,Small,8,Semi-Urban,210544,7697,2526,253882,HIGH
Cat,Medium,13,Urban,303030,12929,5733,369945,HIGH
Dog,Small,11,Urban,211633,13688,3270,262879,HIGH
Dog,Large,8,Urban,408798,9249,7326,489178,HIGH
Cat,Large,8,Urban,407925,11634,7203,490776,HIGH
Dog,Large,13,Urban,405080,12644,6781,488180,HIGH
Dog,Medium,11,Semi-Urban,301362,11045,5101,365134,HIGH
Dog,Large,2,Semi-Urban,410558,8194,6589,489142,HIGH
Dog,Large,12,Urban,408894,11583,6913,491498,HIGH
Dog,Medium,11,Urban,298129,12443,5454,363429,HIGH
Cat,Medium,11,Urban,302583,12712,4995,368333,HIGH
Dog,Small,4,Urban,210581,8913,4395,257472,HIGH
Dog,Medium,4,Semi-Urban,302877,8967,4915,364272,HIGH
Cat,Small,7,Urban,214661,10521,4014,263575,HIGH
Cat,Medium,10,Urban,299848,12113,4785,364257,HIGH
Dog,Medium,13,Urban,296104,11883,5412,360408,HIGH
Dog,Large,1,Semi-Urban,408367,10644,8174,491262,HIGH
Cat,Extra Large,13,Urban,493702,13303,7696,591906,HIGH
Cat,Large,5,Semi-Urban,406304,7752,6803,483987,HIGH
Dog,Large,12,Semi-Urban,410333,9757,7505,491734,HIGH
Cat,Medium,5,Semi-Urban,303581,9207,5317,365820,HIGH
Dog,Medium,5,Urban,300551,10025,4875,362768,HIGH
Dog,Medium,7,Semi-Urban,302848,8281,4777,363291,HIGH
Dog,Medium,3,Urban,302169,10112,4667,364490,HIGH
Dog,Extra Large,13,Urban,495855,13954,7801,595251,HIGH
Dog,Medium,12,Urban,300925,12544,5162,366425,HIGH
Dog,Medium,9,Urban,305985,13261,5741,373735,HIGH
Dog,Large,4,Urban,409968,10800,6748,491643,HIGH
Cat,Medium,7,Semi-Urban,301500,8823,4436,361972,HIGH
Dog,Large,11,Urban,407247,12677,7027,490993,HIGH
Dog,Medium,2,Urban,303042,11009,4622,366473,HIGH
Dog,Small,11,Urban,212818,12041,4093,263294,HIGH
Dog,Small,8,Urban,214288,9023,4082,261501,HIGH
Dog,Extra Large,7,Semi-Urban,497171,7317,8065,589435,HIGH
Dog,Large,4,Urban,417265,9625,6958,498925,HIGH
Dog,Small,3,Semi-Urban,212763,7751,4030,258225,HIGH
Dog,Large,4,Urban,405419,10594,6864,486308,HIGH
Cat,Medium,8,Semi-Urban,301441,7212,5099,360814,HIGH
Dog,Extra Large,8,Urban,498385,9029,8605,593421,HIGH
Dog,Small,7,Semi-Urban,211897,7160,4057,256581,HIGH
Dog,Extra Large,5,Semi-Urban,497014,8814,8102,591019,HIGH
Dog,Medium,12,Semi-Urban,302237,9848,4926,364562,HIGH
Cat,Large,8,Urban,407794,11151,6415,489164,HIGH
Dog,Extra Large,6,Semi-Urban,499243,8537,7709,592812,HIGH
Dog,Large,11,Urban,406692,14123,7191,492206,HIGH
Dog,Extra Large,10,Urban,498325,13206,8398,597918,HIGH
Dog,Small,8,Urban,213984,10439,3978,262661,HIGH
Dog,Small,5,Urban,213334,11107,3666,262323,HIGH
Cat,Small,3,Urban,212675,10741,3246,260661,HIGH
Dog,Medium,7,Urban,301257,9539,4171,362212,HIGH
Cat,Medium,2,Urban,298631,10439,4902,361067,HIGH
Dog,Large,8,Urban,406156,10418,6684,486746,HIGH
Dog,Medium,1,Semi-Urban,302664,9789,5570,365726,HIGH
Dog,Small,6,Urban,212662,10536,3440,260633,HIGH
Dog,Medium,5,Urban,301099,8741,5176,362268,HIGH
Cat,Medium,9,Urban,303222,12196,5285,368808,HIGH
Dog,Large,12,Urban,410294,13995,6914,495883,HIGH
Cat,Medium,7,Urban,302254,9261,4838,363805,HIGH
Dog,Medium,8,Urban,297532,9247,4648,358141,HIGH
Dog,Large,13,Semi-Urban,405819,10909,7132,487439,HIGH
Cat,Medium,4,Semi-Urban,301072,8523,5382,362223,HIGH
Dog,Extra Large,7,Urban,496813,10670,7861,592645,HIGH
Dog,Medium,9,Semi-Urban,299943,10600,5511,363462,HIGH
Dog,Extra Large,12,Urban,496074,13751,7973,595467,HIGH
Cat,Medium,6,Semi-Urban,299882,7417,5295,359483,HIGH
Cat,Large,4,Urban,407684,11507,6945,490056,HIGH
Dog,Medium,1,Urban,299030,13506,4510,364602,HIGH
Cat,Medium,11,Urban,303908,12568,5677,370475,HIGH
Dog,Extra Large,4,Urban,493023,8422,8988,586997,HIGH
Dog,Extra Large,3,Semi-Urban,494258,8418,8695,588076,HIGH
Dog,Large,6,Urban,407560,10303,6633,488170,HIGH
Cat,Medium,4,Urban,304400,9065,4809,366015,HIGH
Dog,Large,6,Urban,404296,10208,7535,485344,HIGH
Dog,Medium,4,Urban,300246,9548,5585,362685,HIGH
Dog,Medium,3,Urban,302631,10535,4889,365763,HIGH
Dog,Medium,12,Urban,301627,14255,4726,368699,HIGH
Cat,Large,10,Urban,409650,12761,6483,493228,HIGH
Dog,Medium,9,Semi-Urban,301853,12381,4478,366518,HIGH
Cat,Extra Large,7,Urban,498126,8652,7379,591280,HIGH
Cat,Small,12,Semi-Urban,215477,12760,3184,266134,HIGH
Cat,Large,10,Urban,403459,11783,6431,484923,HIGH
Dog,Medium,3,Urban,303690,9030,5438,365881,HIGH
Dog,Small,11,Semi-Urban,210867,10220,4342,259243,HIGH
Dog,Large,6,Urban,407628,9282,6729,487184,HIGH
Cat,Medium,1,Urban,300712,13480,4872,366923,HIGH
Dog,Medium,11,Urban,300633,12111,5073,365489,HIGH
Cat,Medium,12,Semi-Urban,304098,9859,5456,367324,HIGH
Cat,Small,7,Urban,214308,10524,3787,262911,HIGH
Dog,Extra Large,4,Urban,495366,9406,8390,590136,HIGH
Dog,Medium,2,Urban,300737,9548,4740,362278,HIGH
Dog,Extra Large,10,Semi-Urban,495952,10884,8610,592762,HIGH
Dog,Large,3,Urban,410253,9395,7083,490740,HIGH
Cat,Small,8,Semi-Urban,212016,6541,3738,255639,HIGH
Dog,Medium,2,Semi-Urban,300152,6206,5820,359004,HIGH
Cat,Medium,3,Semi-Urban,303574,8050,4933,364040,HIGH
Cat,Large,3,Urban,410145,10910,7756,493132,HIGH
Cat,Medium,5,Semi-Urban,299795,9330,4664,360857,HIGH
Dog,Small,10,Urban,209766,13585,3536,260920,HIGH
Dog,Medium,4,Urban,303558,10112,4806,366247,HIGH
Dog,Medium,13,Urban,303128,13875,6010,371464,HIGH
Cat,Medium,2,Urban,301749,11282,5135,365890,HIGH
Dog,Large,13,Semi-Urban,414179,11418,6885,497354,HIGH
Dog,Small,13,Urban,215312,12864,3987,266987,HIGH
Dog,Large,1,Urban,411435,12335,7131,495536,HIGH
Dog,Medium,2,Semi-Urban,303885,7785,5366,364591,HIGH
Dog,Medium,10,Urban,301454,10290,5224,364513,HIGH
Dog,Medium,13,Urban,303637,13588,4992,370549,HIGH
Dog,Large,5,Urban,408952,10884,6751,490575,HIGH
Cat,Medium,13,Semi-Urban,299797,11565,4867,363663,HIGH
Dog,Small,6,Semi-Urban,207892,8538,3886,253363,HIGH
Cat,Medium,5,Urban,303137,8675,5056,364398,HIGH
Dog,Large,12,Urban,407767,12752,7121,491786,HIGH
Dog,Medium,5,Urban,301845,9862,4732,363904,HIGH
Dog,Medium,7,Urban,301578,9840,4394,363183,HIGH
Dog,Medium,9,Urban,300585,11612,5268,365084,HIGH
Dog,Medium,13,Urban,300788,12274,5554,366408,HIGH
Cat,Large,12,Urban,410087,13743,6276,494621,HIGH
Cat,Large,7,Urban,409970,9847,6759,490562,HIGH
Dog,Extra Large,13,Urban,500067,13558,7022,598744,HIGH
Dog,Large,7,Urban,408116,10002,7348,489285,HIGH
Dog,Large,6,Semi-Urban,405453,8513,6901,483997,HIGH
Dog,Medium,6,Urban,297009,11358,5308,360726,HIGH
Dog,Large,3,Urban,407655,9694,6280,487173,HIGH
Dog,Large,3,Urban,405607,9058,6708,484578,HIGH
Dog,Medium,8,Urban,301551,11307,5001,365537,HIGH
Dog,Medium,8,Semi-Urban,298719,10127,4429,360266,HIGH
Dog,Medium,10,Semi-Urban,304097,11829,4904,368954,HIGH
Cat,Large,7,Urban,409915,10867,6903,491837,HIGH
Cat,Medium,6,Semi-Urban,299565,7402,4832,358568,HIGH
Dog,Small,9,Semi-Urban,212665,10877,4046,261726,HIGH
Dog,Large,11,Semi-Urban,411547,10210,6999,493069,HIGH
Dog,Medium,2,Urban,301378,11061,4621,364619,HIGH
Dog,Medium,12,Semi-Urban,301080,9450,5576,363521,HIGH
Dog,Small,6,Urban,210014,10726,3649,258047,HIGH
Cat,Large,1,Urban,410364,12026,6254,492940,HIGH
Cat,Medium,2,Urban,302290,10532,5490,366058,HIGH
Cat,Small,2,Urban,213513,9412,3178,260018,HIGH
Dog,Small,13,Urban,212797,13578,3494,264349,HIGH
Cat,Extra Large,9,Urban,498167,12950,7923,596896,HIGH
Cat,Medium,9,Urban,303316,14536,5176,371482,HIGH
Dog,Medium,10,Urban,300409,13848,4539,366615,HIGH
Dog,Medium,6,Semi-Urban,301417,7508,4964,360972,HIGH
Dog,Small,12,Semi-Urban,214724,9752,3197,261823,HIGH
Cat,Small,11,Semi-Urban,214331,10457,4075,263192,HIGH
Cat,Large,8,Urban,406947,10269,6588,487374,HIGH
Cat,Large,12,Urban,408761,14309,6544,494056,HIGH
Cat,Medium,4,Urban,297996,9396,4541,358722,HIGH
Cat,Large,7,Urban,410394,9007,6944,490296,HIGH
Cat,Large,11,Urban,412520,13060,7170,497662,HIGH
Cat,Large,6,Semi-Urban,407239,7526,7077,485118,HIGH
Cat,Large,9,Urban,412886,12759,6625,497110,HIGH
Dog,Extra Large,1,Semi-Urban,499569,9644,9556,596584,HIGH
Dog,Extra Large,9,Urban,496444,12133,8278,594383,HIGH
Dog,Medium,6,Urban,302581,9579,5193,364955,HIGH
Dog,Medium,2,Urban,304356,9059,5024,366204,HIGH
Cat,Medium,5,Semi-Urban,304705,7307,4825,364362,HIGH
Cat,Small,3,Semi-Urban,214216,8331,3095,259488,HIGH
Dog,Large,1,Urban,404456,12854,6755,487674,HIGH
Cat,Small,5,Urban,211437,9654,3863,258697,HIGH
Dog,Medium,12,Urban,306259,12750,5075,372696,HIGH
Dog,Small,8,Semi-Urban,213356,6809,3700,257444,HIGH
Dog,Medium,2,Semi-Urban,298360,9511,4916,359705,HIGH
Cat,Large,10,Urban,407888,14479,7443,494281,HIGH
Dog,Medium,9,Urban,302591,12295,5401,368330,HIGH
Dog,Extra Large,13,Urban,499608,13378,8291,599468,HIGH
Dog,Small,8,Urban,213343,10678,3666,261840,HIGH
Dog,Small,11,Semi-Urban,211594,10372,3252,259000,HIGH
Dog,Large,8,Urban,409111,10088,7964,491237,HIGH
Dog,Medium,5,Semi-Urban,298382,7800,4534,357323,HIGH
Cat,Medium,7,Urban,301962,8730,5351,363449,HIGH
Cat,Medium,6,Urban,302692,9678,4522,364425,HIGH
Cat,Medium,3,Urban,300027,10439,5139,362945,HIGH
Dog,Small,3,Urban,213683,10030,2907,260613,HIGH
Dog,Large,11,Urban,410583,11833,7551,494462,HIGH
Dog,Small,1,Semi-Urban,212421,10529,3459,260370,HIGH
Dog,Large,13,Urban,404226,12922,7081,487863,HIGH
Dog,Small,12,Urban,213989,12849,3804,265238,HIGH
Cat,Medium,4,Urban,302281,9800,5022,364668,HIGH
Dog,Small,8,Urban,212383,9398,4052,259707,HIGH
Cat,Large,5,Semi-Urban,408864,7814,7305,487580,HIGH
Dog,Small,11,Urban,214905,12277,2400,264019,HIGH
Dog,Small,1,Semi-Urban,216197,8995,4052,263630,HIGH
Dog,Small,9,Urban,214232,12957,3879,265728,HIGH
Dog,Medium,12,Semi-Urban,299516,11050,5067,362977,HIGH
Dog,Small,9,Urban,214229,12944,3581,265367,HIGH
Cat,Large,2,Urban,406635,8711,6716,485371,HIGH
Dog,Medium,1,Semi-Urban,304038,9507,4752,366041,HIGH
Dog,Small,4,Semi-Urban,209786,8195,3474,254673,HIGH
Dog,Medium,4,Urban,300335,9982,5478,363164,HIGH
Dog,Large,9,Urban,408810,12609,6918,492587,HIGH
Dog,Small,6,Urban,213945,9639,3526,261176,HIGH
Dog,Extra Large,10,Urban,495719,12296,8787,594322,HIGH
Cat,Medium,8,Semi-Urban,304882,8681,4945,366284,HIGH
Dog,Medium,3,Urban,299730,9548,4790,361178,HIGH
Dog,Medium,3,Urban,303482,11089,5108,367630,HIGH
Cat,Large,11,Urban,408545,12735,6886,492390,HIGH
Cat,Large,10,Urban,410055,13404,6575,494539,HIGH
Dog,Small,5,Urban,217151,9598,3397,264667,HIGH
Dog,Large,13,Urban,410724,12408,6527,494107,HIGH
Dog,Medium,1,Urban,300803,12378,4589,365435,HIGH
Cat,Medium,4,Urban,300388,10787,4404,362915,HIGH
Cat,Extra Large,12,Urban,496402,13584,8812,596617,HIGH
Dog,Medium,5,Urban,300115,8463,5427,361105,HIGH
Dog,Medium,10,Semi-Urban,300942,9868,5629,363904,HIGH
Dog,Extra Large,6,Urban,496583,10613,9042,593673,HIGH
Cat,Small,6,Urban,216360,11676,4140,267002,HIGH
Dog,Medium,6,Urban,301092,9243,5013,362650,HIGH
Cat,Medium,5,Urban,302734,10587,5966,367180,HIGH
Dog,Medium,13,Semi-Urban,302260,10827,5136,365956,HIGH
Cat,Small,5,Semi-Urban,215382,7293,4321,261045,HIGH
Dog,Medium,3,Urban,302217,10273,4954,365060,HIGH
Dog,Large,4,Semi-Urban,403846,7788,6310,480635,HIGH
Dog,Large,12,Semi-Urban,406538,10620,6299,486975,HIGH
Cat,Large,6,Urban,407675,10757,7077,489335,HIGH
Dog,Large,4,Urban,409487,10276,6434,490126,HIGH
Dog,Large,7,Urban,408294,10811,6676,489648,HIGH
Dog,Large,10,Semi-Urban,409547,10086,6869,490477,HIGH
Dog,Large,13,Urban,404286,13059,6708,487660,HIGH
Dog,Small,1,Semi-Urban,209616,10531,3905,257659,HIGH
Dog,Large,12,Urban,406729,13905,6450,491146,HIGH
Dog,Large,10,Urban,409850,12773,7206,494303,HIGH
Dog,Large,1,Urban,401822,12566,7069,484675,HIGH
Dog,Large,11,Semi-Urban,407500,10058,6349,487493,HIGH
Dog,Medium,9,Urban,302136,13415,5311,368991,HIGH
Dog,Large,11,Urban,407187,12642,7534,491467,HIGH
Dog,Small,11,Urban,211363,14061,4928,264904,HIGH
Cat,Medium,2,Urban,302081,10700,5387,365893,HIGH
Dog,Large,1,Urban,409308,13491,7081,494362,HIGH
Dog,Large,1,Semi-Urban,407835,10169,6280,487926,HIGH
Dog,Small,11,Urban,215351,11798,3187,264886,HIGH
Dog,Small,2,Urban,210947,10044,3721,258418,HIGH
Dog,Medium,12,Semi-Urban,301489,11328,4936,365415,HIGH
Cat,Small,3,Urban,213900,10115,3307,261420,HIGH
Dog,Large,2,Urban,408566,10854,7428,490875,HIGH
Dog,Large,10,Urban,403440,14087,6877,488064,HIGH
Dog,Medium,13,Semi-Urban,299892,9864,4499,361393,HIGH
Cat,Large,12,Urban,408457,13362,6684,492778,HIGH
Cat,Medium,10,Semi-Urban,298722,11880,6008,364101,HIGH
Dog,Extra Large,9,Urban,499615,12742,8635,599140,HIGH
Cat,Medium,1,Urban,301854,13050,5221,368143,HIGH
Dog,Medium,7,Urban,300604,9774,5096,362795,HIGH
Cat,Large,4,Semi-Urban,409814,6352,7098,486753,HIGH
Dog,Large,12,Urban,407575,14218,6806,492888,HIGH
Dog,Large,12,Urban,408488,11518,7121,491196,HIGH
Dog,Large,1,Semi-Urban,406195,10000,7417,487153,HIGH
Dog,Medium,13,Urban,301208,13602,5725,368615,HIGH
Cat,Extra Large,8,Urban,495823,11378,8215,592728,HIGH
Dog,Small,9,Urban,211720,13503,3570,263111,HIGH
Dog,Medium,3,Semi-Urban,298109,9557,4880,359427,HIGH
Dog,Extra Large,9,Urban,497596,13416,8392,597314,HIGH
Cat,Medium,4,Semi-Urban,302356,7129,6358,363219,HIGH
Dog,Medium,5,Urban,298215,10359,4635,360190,HIGH
Dog,Small,6,Urban,212753,11006,2864,260616,HIGH
Dog,Small,5,Urban,213899,9896,3889,261836,HIGH
Dog,Medium,8,Urban,297024,9221,5406,358398,HIGH
Cat,Large,1,Semi-Urban,407427,11831,6906,490088,HIGH
Cat,Medium,12,Urban,301177,14431,6337,370236,HIGH
Dog,Medium,1,Semi-Urban,305964,11469,6013,371962,HIGH
Dog,Large,11,Semi-Urban,408995,9905,5735,488330,HIGH
Dog,Small,2,Semi-Urban,211609,9335,2907,257428,HIGH
Dog,Large,9,Urban,412186,12677,6646,496235,HIGH
Dog,Medium,11,Urban,299564,14376,5988,367917,HIGH
Dog,Small,2,Urban,213230,9541,4178,260991,HIGH
Dog,Medium,3,Urban,304219,10627,4703,367481,HIGH
Dog,Medium,7,Urban,299530,9478,5189,361326,HIGH
Dog,Medium,3,Urban,304212,9754,4175,365862,HIGH
Cat,Large,13,Urban,407673,13118,6858,491796,HIGH
Dog,Small,11,Urban,215161,12308,3657,265794,HIGH
Dog,Large,12,Urban,411874,12811,7218,496688,HIGH
Dog,Medium,1,Urban,305064,13658,4638,371864,HIGH
Dog,Small,4,Semi-Urban,212884,8099,3590,258258,HIGH
Dog,Large,11,Urban,407902,12097,7552,491683,HIGH
Cat,Small,3,Urban,215047,12028,3815,265523,HIGH
Dog,Large,5,Urban,408503,9315,7129,488689,HIGH
Dog,Large,8,Urban,407582,9558,6556,487250,HIGH
Dog,Extra Large,7,Urban,495975,11431,8548,593347,HIGH
Cat,Medium,7,Semi-Urban,302112,7364,5063,361719,HIGH
Dog,Medium,10,Urban,300690,12618,5452,366574,HIGH
Dog,Extra Large,13,Urban,496600,13170,8223,595691,HIGH
Cat,Small,13,Urban,214864,12045,3258,264692,HIGH
Dog,Medium,8,Urban,301368,10896,5196,365079,HIGH
Dog,Extra Large,6,Urban,499085,11161,8223,596239,HIGH
Dog,Large,4,Urban,407623,10937,7149,489565,HIGH
Cat,Medium,4,Urban,300446,10283,4994,363081,HIGH
Dog,Large,9,Urban,407802,12732,6250,490801,HIGH
Dog,Large,11,Urban,408201,14338,7252,494259,HIGH
Cat,Large,3,Urban,404905,9024,6550,483550,HIGH
Dog,Large,10,Urban,403460,11634,7176,485610,HIGH
Cat,Medium,3,Semi-Urban,302727,9090,5250,364627,HIGH
Cat,Large,5,Urban,410922,10854,8558,494884,HIGH
Cat,Medium,9,Urban,299366,12497,5565,365042,HIGH
Dog,Medium,6,Urban,302919,9631,5700,365987,HIGH
Dog,Medium,1,Semi-Urban,301625,9405,5140,363595,HIGH
Dog,Medium,2,Urban,302456,9634,4843,364472,HIGH
Dog,Medium,10,Semi-Urban,304157,10251,4316,366532,HIGH
Cat,Medium,10,Urban,306007,12086,4002,370409,HIGH
Dog,Small,2,Urban,211881,10370,3788,259944,HIGH
Cat,Small,9,Urban,214343,13094,3470,265543,HIGH
Dog,Small,3,Urban,213290,9270,3511,259981,HIGH
Dog,Small,1,Urban,212993,13709,2278,263327,HIGH
Cat,Medium,9,Urban,302541,13786,4987,369511,HIGH
Cat,Large,10,Urban,409089,12476,6794,492612,HIGH
Dog,Medium,1,Urban,300372,13625,5864,367840,HIGH
Cat,Small,2,Semi-Urban,213010,8691,3724,259238,HIGH
Dog,Large,6,Semi-Urban,407731,8564,7265,487094,HIGH
Dog,Medium,4,Urban,298406,9652,4920,359924,HIGH
Dog,Large,2,Urban,406530,10531,7011,487682,HIGH
Dog,Medium,2,Urban,304263,8588,4870,365379,HIGH
Dog,Medium,4,Urban,302236,11206,4735,365903,HIGH
Dog,Medium,3,Semi-Urban,299556,8340,4952,359775,HIGH
Dog,Medium,10,Urban,300049,13099,4498,365292,HIGH
Dog,Medium,1,Urban,305564,12971,4471,371456,HIGH
Cat,Medium,4,Semi-Urban,301680,6312,4958,359892,HIGH
Dog,Large,8,Urban,407696,11114,6136,488687,HIGH
Dog,Medium,7,Urban,298745,8835,5535,360082,HIGH
Dog,Small,13,Urban,210249,11236,3583,258828,HIGH
Dog,Medium,5,Urban,303023,10435,5273,366540,HIGH
Cat,Small,7,Semi-Urban,210144,9015,3855,256466,HIGH
Dog,Medium,8,Urban,302548,9714,5162,365037,HIGH
Dog,Large,5,Urban,407217,10394,6610,487854,HIGH
Cat,Large,5,Urban,409952,10992,7059,492203,HIGH
Cat,Small,3,Urban,211343,10132,3277,258464,HIGH
Dog,Medium,5,Semi-Urban,301847,7074,5249,361295,HIGH
Dog,Large,9,Urban,407757,14045,7999,494271,HIGH
Cat,Extra Large,9,Urban,498796,13081,7562,597354,HIGH
Cat,Large,9,Urban,408216,13802,7081,493463,HIGH
Cat,Large,10,Semi-Urban,408999,10311,6887,490126,HIGH
Dog,Extra Large,11,Urban,498038,12473,7940,596218,HIGH
Cat,Medium,3,Urban,303101,9402,4980,365105,HIGH
Dog,Medium,11,Urban,301879,13111,6084,369235,HIGH
